cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
26923g400,ETF,,,,,,,,
81752t619,ETF,,,,,,,,
715esc018,,,,,,,,,No data found
4812a3288,,,,,,,,,No data found
26922b840,ETF,,,,,,,,
46641q266,ETF,,,,,,,,
922907886,,,,,,,,,No data found
37954y459,ETF,,,,,,,,
30303m902,,,,,,,,,No data found
25459y957,,,,,,,,,No data found
88634t535,ETF,,,,,,,,
22539u602,ETN,,,,,,,,
26923g822,ETF,,,,,,,,
74347w900,,,,,,,,,No data found
74935q957,,,,,,,,,No data found
81369y904,,,,,,,,,No data found
22542d225,ETN,,,,,,,,
81369y954,,,,,,,,,No data found
529funds1,,,,,,,,,No data found
09259k302,,,,,,,,,No data found
09248d104,CEF,,,,,,,,
56089m107,,,,,,,,,No data found
28414h903,,,,,,,,,No data found
26922a289,ETF,,,,,,,,
37827x100,,,,,,,,,No data found
83404d109,,,,,,,,,No data found
30290y101,CEF,,,,,,,,
87873r101,,,,,,,,,No data found
37954y418,ETF,,,,,,,,
39303r102,,,,,,,,,No data found
33739b104,CEF,,,,,,,,
84920y906,,,,,,,,,No data found
84920y956,,,,,,,,,No data found
81369y950,,,,,,,,,No data found
78464a954,,,,,,,,,No data found
032cvr011,,,,,,,,,No data found
032cvr029,,,,,,,,,No data found
188021083,,,,,,,,,No data found
240611038,,,,,,,,,No data found
09261h107,,,,,,,,,No data found
28414h953,,,,,,,,,No data found
33734x846,ETF,,,,,,,,
g37092106,,,,,,,,,No data found
46090e953,,,,,,,,,No data found
46431w598,ETF,,,,,,,,
67075j107,CEF,,,,,,,,
72201r882,ETF,,,,,,,,
744366725,,,,,,,,,No data found
78709y955,,,,,,,,,No data found
91201t902,,,,,,,,,No data found
91201t952,,,,,,,,,No data found
81369y900,,,,,,,,,No data found
46137v957,,,,,,,,,No data found
009086109,,,,,,,,,No data found
91917a957,,,,,,,,,No data found
02005n900,,,,,,,,,No data found
02005n950,,,,,,,,,No data found
326541059,,,,,,,,,No data found
495601056,,,,,,,,,No data found
05475p109,,,,,,,,,No data found
08579w953,,,,,,,,,No data found
09662w109,CEF,,,,,,,,
361esc023,,,,,,,,,No data found
46641q852,ETF,,,,,,,,
46137v952,,,,,,,,,No data found
46435u366,ETF,,,,,,,,
46090e903,,,,,,,,,No data found
FSPXC4150,,,,,,,,,No data found
92338d101,,,,,,,,,No data found
928stk045,,,,,,,,,No data found
72201r952,,,,,,,,,No data found
81369y953,,,,,,,,,No data found
46138g958,,,,,,,,,No data found
925081002,,,,,,,,,No data found
78467x959,,,,,,,,,No data found
46138e586,ETF,,,,,,,,
00775y645,ETF,,,,,,,,
89072t102,,,,,,,,,No data found
25459w900,,,,,,,,,No data found
81369y956,,,,,,,,,No data found
81369y957,,,,,,,,,No data found
05580m958,,,,,,,,,No data found
25434v781,ETF,,,,,,,,
22542d316,ETN,,,,,,,,
09186l100,,,,,,,,,No data found
46137v431,ETF,,,,,,,,
46090c305,ETF,,,,,,,,
67071l106,CEF,,,,,,,,
73935b805,ETF,,,,,,,,
743cvr037,,,,,,,,,No data found
74347b698,ETF,,,,,,,,
v7780t953,,,,,,,,,No data found
g76225138,,,,,,,,,No data found
74347w950,,,,,,,,,No data found
62877D101,,,,,,,,,No data found
00162q379,ETF,,,,,,,,
533321022,,,,,,,,,No data found
78464a813,ETF,,,,,,,,
74347b508,ETF,,,,,,,,
j10038115,,,,,,,,,No data found
88022F105,CEF,,,,,,,,
737991349,,,,,,,,,No data found
929999845,,,,,,,,,No data found
92189f903,,,,,,,,,No data found
87676A412,,,,,,,,,No data found
89788c104,,,,,,,,,No data found
988cvr015,,,,,,,,,No data found
F06489102,,,,,,,,,No data found
23381b106,,,,,,,,,No data found
09247f100,CEF,,,,,,,,
25271c110,,,,,,,,,No data found
252esc017,,,,,,,,,No data found
29978a954,,,,,,,,,No data found
18383q879,ETF,,,,,,,,
42837p105,,,,,,,,,No data found
45783y822,ETF,,,,,,,,
461spc016,,,,,,,,,No data found
46138j874,ETF,,,,,,,,
433240108,,,,,,,,,No data found
12510L101,,,,,,,,,No data found
80689h952,,,,,,,,,No data found
96342k100,,,,,,,,,No data found
97717x594,ETF,,,,,,,,
00110g408,ETF,,,,,,,,
905722070,,,,,,,,,No data found
48667l106,,,,,,,,,No data found
00162q593,ETF,,,,,,,,
90X99NN85,,,,,,,,,No data found
118240209,,,,,,,,,No data found
12541w909,,,,,,,,,No data found
74K999Y33,,,,,,,,,No data found
1259900c6,,,,,,,,,No data found
22944T950,,,,,,,,,No data found
40B99RIX6,,,,,,,,,No data found
7YC999QX9,,,,,,,,,No data found
7YC999QW1,,,,,,,,,No data found
7YC999QY7,,,,,,,,,No data found
1IV99B9B1,,,,,,,,,No data found
3WG995XK1,,,,,,,,,No data found
6QW996VD9,,,,,,,,,No data found
0IV99U3S9,,,,,,,,,No data found
7YC999VR6,,,,,,,,,No data found
0IV99U482,,,,,,,,,No data found
92841m101,CEF,,,,,,,,
02263t104,,,,,,,,,No data found
535esc107,,,,,,,,,No data found
03485p300,,,,,,,,,No data found
13961r100,,,,,,,,,No data found
02I9913L8,,,,,,,,,No data found
64190a103,CEF,,,,,,,,
6Z099LM41,,,,,,,,,No data found
21P999B00,,,,,,,,,No data found
12699J505,,,,,,,,,No data found
97717x511,ETF,,,,,,,,
00774w103,,,,,,,,,No data found
84841l908,,,,,,,,,No data found
6ZZ996M20,,,,,,,,,No data found
84841l958,,,,,,,,,No data found
g053a3104,,,,,,,,,No data found
74347g950,,,,,,,,,No data found
13765k103,,,,,,,,,No data found
31428x906,,,,,,,,,No data found
48241f104,,,,,,,,,No data found
29265w207,,,,,,,,,No data found
31428x956,,,,,,,,,No data found
29978a904,,,,,,,,,No data found
q4352v117,,,,,,,,,No data found
55608f106,,,,,,,,,No data found
67110p506,ETF,,,,,,,,
830998506,,,,,,,,,No data found
74734c101,,,,,,,,,No data found
78463x475,ETF,,,,,,,,
847993235,,,,,,,,,No data found
78467v958,,,,,,,,,No data found
862911203,,,,,,,,,No data found
26922a719,ETF,,,,,,,,
027259118,,,,,,,,,No data found
35104t107,,,,,,,,,No data found
06742a669,ETN,,,,,,,,
18914c100,CEF,,,,,,,,
m15cnt997,,,,,,,,,No data found
25156d423,,,,,,,,,No data found
25490k836,ETF,,,,,,,,
27829u105,CEF,,,,,,,,
33734x101,ETF,,,,,,,,
36237h951,,,,,,,,,No data found
37954y467,ETF,,,,,,,,
36930v100,,,,,,,,,No data found
406exr880,,,,,,,,,No data found
41653l305,ETF,,,,,,,,
d3r2ma100,,,,,,,,,No data found
37950e218,ETF,,,,,,,,
48668l105,,,,,,,,,No data found
45781w109,CEF,,,,,,,,
00306j109,CEF,,,,,,,,
46124j102,,,,,,,,,No data found
55616p954,,,,,,,,,No data found
53013f100,,,,,,,,,No data found
67441r106,,,,,,,,,No data found
72764b100,,,,,,,,,No data found
74348a210,ETF,,,,,,,,
72349j107,,,,,,,,,No data found
76970b101,CEF,,,,,,,,
92189f954,,,,,,,,,No data found
80007a102,UNIT,,,1311,Mining,Crude Petroleum & Natural Gas,,,
82935d109,,,,,,,,,No data found
58463a105,,,,,,,,,No data found
78464a201,ETF,,,,,,,,
19423l952,,,,,,,,,No data found
78464a789,ETF,,,,,,,,
871995155,,,,,,,,,No data found
46138G956,,,,,,,,,No data found
84741t120,CEF Warrant,,,,,,,,
90457d100,,,,,,,,,No data found
92790a504,ETF,,,,,,,,
936esc110,,,,,,,,,No data found
05477y108,,,,,,,,,No data found
46435u556,ETF,,,,,,,,
33738r100,ETF,,,,,,,,
42830k103,,,,,,,,,No data found
45174y100,,,,,,,,,No data found
60040w105,,,,,,,,,No data found
00214q954,,,,,,,,,No data found
g3934v959,,,,,,,,,No data found
37950e754,ETF,,,,,,,,
34962k100,,,,,,,,,No data found
42281p205,,,,,,,,,No data found
46323q905,,,,,,,,,No data found
46434vbk5,ETF,,,,,,,,
74347b958,,,,,,,,,No data found
252esc025,,,,,,,,,No data found
4IY99ALU1,,,,,,,,,No data found
40B99RDB9,,,,,,,,,No data found
60U99SRO1,,,,,,,,,No data found
03733e203,,,,,,,,,No data found
75623u102,ETF,,,,,,,,
3IX99DZD0,,,,,,,,,No data found
zzcnc4co6,,,,,,,,,No data found
u0r13k108,,,,,,,,,No data found
13764m100,,,,,,,,,No data found
29102r106,,,,,,,,,No data found
q402a3102,,,,,,,,,No data found
36467w909,,,,,,,,,No data found
40619l128,,,,,,,,,No data found
46138w107,ETF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,,
95766a101,CEF,,,,,,,,
01444q104,,,,,,,,,No data found
69464L107,,,,,,,,,No data found
46434v290,ETF,,,,,,,,
86860j106,,,,,,,,,No data found
886546100,,,,,,,,,No data found
462201096,,,,,,,,,No data found
24790a127,,,,,,,,,No data found
25459y769,ETF,,,,,,,,
25460g799,ETF,,,,,,,,
818esc998,,,,,,,,,No data found
006esc917,,,,,,,,,No data found
128esc019,,,,,,,,,No data found
925esc105,,,,,,,,,No data found
37251v109,,,,,,,,,No data found
52106w103,CEF,,,,,,,,
73936t763,ETF,,,,,,,,
33731k102,CEF,,,,,,,,
30291b100,,,,,,,,,No data found
b0833f107,,,,,,,,,No data found
42809H958,,,,,,,,,No data found
46434g889,ETF,,,,,,,,
33939l860,ETF,,,,,,,,
667185102,,,,,,,,,No data found
284997772,,,,,,,,,No data found
82509l907,,,,,,,,,No data found
921033106,,,,,,,,,No data found
00724f951,,,,,,,,,No data found
37247d906,,,,,,,,,No data found
00724f901,,,,,,,,,No data found
g0473c104,,,,,,,,,No data found
09190c104,,,,,,,,,No data found
25459y298,ETF,,,,,,,,
03027x900,,,,,,,,,No data found
03027x950,,,,,,,,,No data found
83402a990,,,,,,,,,No data found
35952v105,,,,,,,,,No data found
36242l303,CEF Preferred,,,,,,,,
g7016v101,,,,,,,,,No data found
32018S101,,,,,,,,,No data found
74347r248,ETF,,,,,,,,
79466l902,,,,,,,,,No data found
06745r953,,,,,,,,,No data found
97717x313,ETF,,,,,,,,
81369y958,,,,,,,,,No data found
g1746j116,,,,,,,,,No data found
09173y107,,,,,,,,,No data found
72201r718,ETF,,,,,,,,
40435c468,,,,,,,,,No data found
46090c206,ETF,,,,,,,,
46434vaq3,ETF,,,,,,,,
920933903,,,,,,,,,No data found
854722105,,,,,,,,,No data found
67073g105,CEF,,,,,,,,
92890t205,,,,,,,,,No data found
g8127h114,,,,,,,,,No data found
78471m107,,,,,,,,,No data found
w92277115,,,,,,,,,No data found
97717w263,,,,,,,,,No data found
98919v905,,,,,,,,,No data found
68386c104,ETF,,,,,,,,
68386c302,ETF,,,,,,,,
004272100,,,,,,,,,No data found
46434vau4,ETF,,,,,,,,
46434v282,ETF,,,,,,,,
46434vba7,ETF,,,,,,,,
18383m530,ETF,,,,,,,,
27829m103,CEF,,,,,,,,
09248c106,CEF,,,,,,,,
25460e851,ETF,,,,,,,,
25490k109,ETF,,,,,,,,
74348a608,ETF,,,,,,,,
97717w380,ETF,,,,,,,,
97717w471,ETF,,,,,,,,
97717x446,ETF,,,,,,,,
74347r396,ETF,,,,,,,,
27829f108,CEF,,,,,,,,
46429b663,ETF,,,,,,,,
46429b689,ETF,,,,,,,,
92204a876,ETF,,,,,,,,
67073d102,CEF,,,,,,,,
67063x100,CEF,,,,,,,,
67062f100,CEF,,,,,,,,
67063c106,CEF,,,,,,,,
94987d101,CEF,,,,,,,,
73937b621,ETF,,,,,,,,
23129s106,ETF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,,
36242h104,CEF,,,,,,,,
18383m654,ETF,,,,,,,,
35472t101,CEF,,,,,,,,
73935x286,ETF,,,,,,,,
78355w106,ETF,,,,,,,,
00765e104,CEF,,,,,,,,
48126t104,CEF,,,,,,,,
00764c109,CEF,,,,,,,,
00768y669,ETF,,,,,,,,
09249h104,CEF,,,,,,,,
09254a101,CEF,,,,,,,,
25158y102,CEF,,,,,,,,
33939l852,ETF,,,,,,,,
33738r886,ETF,,,,,,,,
18383m605,ETF,,,,,,,,
45409b107,ETF,,,,,,,,
19247l106,CEF,,,,,,,,
25533b108,CEF,,,,,,,,
97717x701,ETF,,,,,,,,
73935x690,ETF,,,,,,,,
73935x153,ETF,,,,,,,,
73935x302,ETF,,,,,,,,
74347r719,ETF,,,,,,,,
73936t565,ETF,,,,,,,,
94987c103,CEF,,,,,,,,
97717w448,ETF,,,,,,,,
18383m548,ETF,,,,,,,,
18383m522,ETF,,,,,,,,
46132r104,CEF,,,,,,,,
85208j109,CEF,,,,,,,,
09255r103,CEF,,,,,,,,
57060u597,ETF,,,,,,,,
74016w106,ETF,,,,,,,,
74433a109,CEF,,,,,,,,
893506105,CEF,,,,,,,,
78464a425,ETF,,,,,,,,
19247x100,CEF,,,,,,,,
g32335104,,,,,,,,,No data found
06742a750,ETN,,,,,,,,
29384r105,,,,,,,,,Max retries exceeded
01881e101,CEF,,,,,,,,
67090n109,CEF,,,,,,,,
GLOBECOMM,,,,,,,,,No data found
44901106,CEF,,,,,,,,
220485AB2,,,,,,,,,No data found
B66PKS8,,,,,,,,,No data found
683399AB5,,,,,,,,,No data found
G25320AQ8,,,,,,,,,No data found
298736AF6,,,,,,,,,No data found
L4135L900,,,,,,,,,No data found
29465E118,,,,,,,,,No data found
09261H206,,,,,,,,,No data found
091937284,,,,,,,,,No data found
091936120,,,,,,,,,No data found
115291759,,,,,,,,,No data found
783925571,,,,,,,,,No data found
233203389,,,,,,,,,No data found
430101642,,,,,,,,,No data found
23320G281,,,,,,,,,No data found
47803P567,,,,,,,,,No data found
46645V378,,,,,,,,,No data found
56064L298,,,,,,,,,No data found
33848E110,,,,,,,,,No data found
Y71660107,,,,,,,,,No data found
26138E113,,,,,,,,,No data found
315805259,,,,,,,,,No data found
412295701,,,,,,,,,No data found
95790DAD7,,,,,,,,,No data found
57164YAC1,,,,,,,,,No data found
872307102,,,,,,,,,No data found
45817t104,,,,,,,,,No data found
73935x682,ETF,,,,,,,,
315911875,,,,,,,,,No data found
316146281,,,,,,,,,No data found
316146240,,,,,,,,,No data found
693390841,,,,,,,,,No data found
316203843,,,,,,,,,No data found
316146372,,,,,,,,,No data found
89155t300,,,,,,,,,No data found
94984b751,,,,,,,,,No data found
ckc50x106,,,,,,,,,No data found
949917884,,,,,,,,,No data found
315911800,,,,,,,,,No data found
530718AF2,,,,,,,,,No data found
631158AD4,,,,,,,,,No data found
45031UBF7,,,,,,,,,No data found
460690BE9,,,,,,,,,No data found
161133AE3,,,,,,,,,No data found
410768AE5,,,,,,,,,No data found
750459AE9,,,,,,,,,No data found
760112AA0,,,,,,,,,No data found
302051AL1,,,,,,,,,No data found
20478NAB6,,,,,,,,,No data found
482740AC1,,,,,,,,,No data found
427093AD1,,,,,,,,,No data found
153435AA0,,,,,,,,,No data found
530715AR2,,,,,,,,,No data found
00162q304,ETF,,,,,,,,
06746L902,,,,,,,,,No data found
245906508,,,,,,,,,Max retries exceeded
06746L952,,,,,,,,,No data found
06741l609,ETN,,,,,,,,
09259K302,,,,,,,,,No data found
054995501,,,,,,,,,No data found
921937801,,,,,,,,,No data found
922907845,,,,,,,,,No data found
461203AD3,,,,,,,,,No data found
306071101,,,,,,,,,No data found
00769G477,,,,,,,,,No data found
024526386,,,,,,,,,No data found
024526378,,,,,,,,,No data found
024526394,,,,,,,,,No data found
27826Y720,,,,,,,,,No data found
85208P105,,,,,,,,,No data found
888894102,,,,,,,,,No data found
888894409,,,,,,,,,No data found
02368A182,,,,,,,,,No data found
02005NBM1,,,,,,,,,No data found
E0534T106,,,,,,,,,No data found
8AMCS0752,,,,,,,,,No data found
50077N110,,,,,,,,,No data found
48127FAA1,,,,,,,,,No data found
079451967,,,,,,,,,No data found
G7397A106,,,,,,,,,No data found
888894847,,,,,,,,,No data found
78486QAG6,,,,,,,,,No data found
353496508,,,,,,,,,No data found
842400FU2,,,,,,,,,No data found
Y83310105,,,,,,,,,No data found
Y83310113,,,,,,,,,No data found
89832QAB5,,,,,,,,,No data found
91731KAA8,,,,,,,,,No data found
78486QAP6,,,,,,,,,No data found
842400fu2,,,,,,,,,No data found
064058AH3,,,,,,,,,No data found
89832qab5,,,,,,,,,No data found
172967kd2,,,,,,,,,No data found
249670aa8,,,,,,,,,No data found
046491106,,,,,,,,,No data found
48127faa1,,,,,,,,,No data found
G3978C124,,,,,,,,,No data found
74347b714,ETF,,,,,,,,
05099D912,,,,,,,,,No data found
00769G493,,,,,,,,,No data found
19681L109,,,,,,,,,No data found
249670AA8,,,,,,,,,No data found
00141W810,,,,,,,,,No data found
91702V119,,,,,,,,,No data found
91702v119,,,,,,,,,No data found
92978aaa0,,,,,,,,,No data found
92978AAA0,,,,,,,,,No data found
07380N104,,,,,,,,,No data found
77340P101,,,,,,,,,No data found
888894862,,,,,,,,,No data found
14040hbh7,,,,,,,,,No data found
25490k133,ETF,,,,,,,,
270541303,,,,,,,,,No data found
00768D749,,,,,,,,,No data found
8AMCS23G8,,,,,,,,,No data found
880196100,,,,,,,,,No data found
442403fx4,,,,,,,,,No data found
485429da9,,,,,,,,,No data found
89832QAA7,,,,,,,,,No data found
867914bj1,,,,,,,,,No data found
233203595,,,,,,,,,No data found
98MSCW0Q9,,,,,,,,,No data found
888894839,,,,,,,,,No data found
067642959,,,,,,,,,No data found
914713h21,,,,,,,,,No data found
H2012M121,,,,,,,,,No data found
369604bq5,,,,,,,,,No data found
552990327,,,,,,,,,No data found
553993056,,,,,,,,,No data found
81373c102,,,,,,,,,No data found
05518vaa3,,,,,,,,,No data found
067642960,,,,,,,,,No data found
19681L174,,,,,,,,,No data found
221013106,,,,,,,,,No data found
105262752,,,,,,,,,No data found
00BD8YWM0,,,,,,,,,No data found
009A3R0MH,,,,,,,,,No data found
009A3R3RC,,,,,,,,,No data found
009A3R3U7,,,,,,,,,No data found
172967jk8,,,,,,,,,No data found
067642132,,,,,,,,,No data found
19075M952,,,,,,,,,No data found
278LP8450,,,,,,,,,No data found
235499100,,,,,,,,,No data found
370esc717,,,,,,,,,No data found
46625hha1,,,,,,,,,No data found
91731kaa8,,,,,,,,,No data found
163esc908,,,,,,,,,No data found
19766H437,,,,,,,,,No data found
19766H445,,,,,,,,,No data found
888894300,,,,,,,,,No data found
19766C388,,,,,,,,,No data found
060505dr2,,,,,,,,,No data found
30606c116,,,,,,,,,No data found
316337500,,,,,,,,,No data found
whitesecc,,,,,,,,,No data found
867997058,,,,,,,,,No data found
949746pm7,,,,,,,,,No data found
046491957,,,,,,,,,No data found
250669959,,,,,,,,,No data found
315911206,,,,,,,,,No data found
315911701,,,,,,,,,No data found
38501d147,,,,,,,,,No data found
4812C2395,,,,,,,,,No data found
861728848,,,,,,,,,No data found
68827L952,,,,,,,,,No data found
816922959,,,,,,,,,No data found
whitesec9,,,,,,,,,No data found
067642603,,,,,,,,,No data found
27826M734,,,,,,,,,No data found
27826X300,,,,,,,,,No data found
19766H510,,,,,,,,,No data found
astrekco4,,,,,,,,,No data found
25153x208,ETD,,,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,
23290R952,,,,,,,,,No data found
270541105,,,,,,,,,No data found
Electrum7,,,,,,,,,No data found
658207nm3,,,,,,,,,No data found
n71cvr992,,,,,,,,,No data found
03675A105,,,,,,,,,No data found
06759d200,,,,,,,,,No data found
45254B103,,,,,,,,,No data found
45771T132,,,,,,,,,No data found
872577101,,,,,,,,,No data found
701765109,,,,,,,,,No data found
67423x204,,,,,,,,,No data found
00305p106,CEF,,,,,,,,
05157j108,,,,,,,,,No data found
105865901,,,,,,,,,No data found
235499951,,,,,,,,,No data found
f36070120,,,,,,,,,No data found
l3467u100,,,,,,,,,No data found
g3978c124,,,,,,,,,No data found
45254B954,,,,,,,,,No data found
F51723116,,,,,,,,,No data found
per461487,,,,,,,,,No data found
74164w205,,,,,,,,,No data found
74139C961,,,,,,,,,No data found
4812A0458,,,,,,,,,No data found
761131952,,,,,,,,,No data found
78355w817,ETF,,,,,,,,
76547T957,,,,,,,,,No data found
888894821,,,,,,,,,No data found
724481866,,,,,,,,,No data found
D94523103,,,,,,,,,No data found
55973b110,,,,,,,,,No data found
78355w841,ETF,,,,,,,,
369622sp1,,,,,,,,,No data found
999qbv907,,,,,,,,,No data found
316066109,,,,,,,,,No data found
828365957,,,,,,,,,No data found
316145101,,,,,,,,,No data found
19765L629,,,,,,,,,No data found
09251T103,,,,,,,,,No data found
05523r107,,,,,,,,,No data found
36729p306,,,,,,,,,No data found
67423X956,,,,,,,,,No data found
15641A100,,,,,,,,,No data found
86802T105,,,,,,,,,No data found
G23850103,,,,,,,,,No data found
d94523103,,,,,,,,,No data found
38145C653,,,,,,,,,No data found
353491202,,,,,,,,,No data found
4812A4377,,,,,,,,,No data found
61750k208,,,,,,,,,No data found
92828R537,,,,,,,,,No data found
83614T100,,,,,,,,,No data found
026192226,,,,,,,,,No data found
808513ae5,,,,,,,,,No data found
19765y514,,,,,,,,,No data found
20589Y102,,,,,,,,,No data found
265824102,,,,,,,,,No data found
f2457h472,,,,,,,,,No data found
ep0456137,,,,,,,,,No data found
999z50761,,,,,,,,,No data found
999z50787,,,,,,,,,No data found
26203H409,,,,,,,,,No data found
23337r817,,,,,,,,,No data found
300722683,,,,,,,,,No data found
316145804,,,,,,,,,No data found
316390871,,,,,,,,,No data found
G8138T107,,,,,,,,,No data found
13643e105,,,,,,,,,No data found
38144N494,,,,,,,,,No data found
399874700,,,,,,,,,No data found
90386H420,,,,,,,,,No data found
399874502,,,,,,,,,No data found
19766h429,,,,,,,,,No data found
808515696,,,,,,,,,No data found
456056878,,,,,,,,,No data found
44978A806,,,,,,,,,No data found
38143H720,,,,,,,,,No data found
471023846,,,,,,,,,No data found
904504503,No data found,,,,,,,,
999qbr906,No data found,,,,,,,,
f54432111,No data found,,,,,,,,
471023648,No data found,,,,,,,,
766910103,No data found,,,,,,,,
57060u787,,ETF,,,,,,,
518994363,No data found,,,,,,,,
Q7330A113,No data found,,,,,,,,
00768D764,No data found,,,,,,,,
75865x202,No data found,,,,,,,,
74913g303,,ETD,,,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,
74928k208,No data found,,,,,,,,
67064r102,,CEF,,,,,,,
80802m103,No data found,,,,,,,,
998syd909,No data found,,,,,,,,
78442p304,,ETD,,,6141,Finance Insurance And Real Estate,Personal Credit Institutions,,Banking
83413u308,,ETD,,,6799,Finance Insurance And Real Estate,Investors Nec,,Trading
886796105,No data found,,,,,,,,
876946104,No data found,,,,,,,,
876946427,No data found,,,,,,,,
8807779A7,No data found,,,,,,,,
8807779B5,No data found,,,,,,,,
8807779C3,No data found,,,,,,,,
8807779D1,No data found,,,,,,,,
8807779F6,No data found,,,,,,,,
B95505176,No data found,,,,,,,,
404428203,No data found,,,,,,,,
471023853,No data found,,,,,,,,
73935x500,,ETF,,,,,,,
74348a319,,ETF,,,,,,,
57060u407,,ETF,,,,,,,
92839u115,No data found,,,,,,,,
8807779E9,No data found,,,,,,,,
92334n103,No data found,,,,,,,,
00B1VQF42,No data found,,,,,,,,
45107J105,No data found,,,,,,,,
46581Q102,No data found,,,,,,,,
G7521S122,No data found,,,,,,,,
g7690a118,No data found,,,,,,,,
H83580284,No data found,,,,,,,,
037188109,No data found,,,,,,,,
20676X108,No data found,,,,,,,,
21144m203,No data found,,,,,,,,
44887a103,No data found,,,,,,,,
H84140112,No data found,,,,,,,,
18683k408,No data found,,,,,,,,
369622sn6,No data found,,,,,,,,
382991107,No data found,,,,,,,,
B1VQF4201,No data found,,,,,,,,
9a1gykl01,No data found,,,,,,,,
Q1645L104,No data found,,,,,,,,
206606956,No data found,,,,,,,,
172559106,No data found,,,,,,,,
289990954,No data found,,,,,,,,
Q4980B103,No data found,,,,,,,,
67486Q104,No data found,,,,,,,,
B1VQF42,No data found,,,,,,,,
75915G951,No data found,,,,,,,,
S7627H100,No data found,,,,,,,,
89783T953,No data found,,,,,,,,
03770D301,No data found,,,,,,,,
N3465M108,No data found,,,,,,,,
48124F395,No data found,,,,,,,,
9a1gykl,No data found,,,,,,,,
48125D480,No data found,,,,,,,,
48125D183,No data found,,,,,,,,
000765F10,No data found,,,,,,,,
48124F791,No data found,,,,,,,,
003734710,No data found,,,,,,,,
452435209,No data found,,,,,,,,
005545E20,No data found,,,,,,,,
006050510,No data found,,,,,,,,
7839989D1,No data found,,,,,,,,
010567B10,No data found,,,,,,,,
012613210,No data found,,,,,,,,
002916P10,No data found,,,,,,,,
013606910,No data found,,,,,,,,
013809810,No data found,,,,,,,,
015201P10,No data found,,,,,,,,
021248510,No data found,,,,,,,,
023332B10,No data found,,,,,,,,
030064E10,No data found,,,,,,,,
030244510,No data found,,,,,,,,
030249130,No data found,,,,,,,,
015132H10,No data found,,,,,,,,
46435U594,No data found,,,,,,,,
040050610,No data found,,,,,,,,
75282U904,No data found,,,,,,,,
045384B10,No data found,,,,,,,,
040428040,No data found,,,,,,,,
221607104,No data found,,,,,,,,
046556210,No data found,,,,,,,,
048517030,No data found,,,,,,,,
053245710,No data found,,,,,,,,
999912223,No data found,,,,,,,,
055378A10,No data found,,,,,,,,
920929106,,CEF,,,,,,,
056275010,No data found,,,,,,,,
641069307,No data found,,,,,,,,
064118U10,No data found,,,,,,,,
048268K10,No data found,,,,,,,,
053046P10,No data found,,,,,,,,
067060Y10,No data found,,,,,,,,
067459910,No data found,,,,,,,,
069082810,No data found,,,,,,,,
068572N10,No data found,,,,,,,,
069412V10,No data found,,,,,,,,
069840W10,No data found,,,,,,,,
071270410,No data found,,,,,,,,
009987827,No data found,,,,,,,,
074271810,No data found,,,,,,,,
075511150,No data found,,,,,,,,
649439106,No data found,,,,,,,,
076547T10,No data found,,,,,,,,
073287210,No data found,,,,,,,,
074733V10,No data found,,,,,,,,
082735Q10,No data found,,,,,,,,
082968B10,No data found,,,,,,,,
086323610,No data found,,,,,,,,
086860710,No data found,,,,,,,,
087262510,No data found,,,,,,,,
087610810,No data found,,,,,,,,
087823710,No data found,,,,,,,,
080283M10,No data found,,,,,,,,
089190610,No data found,,,,,,,,
082572420,No data found,,,,,,,,
090130A20,No data found,,,,,,,,
091004710,No data found,,,,,,,,
090110910,No data found,,,,,,,,
098919V10,No data found,,,,,,,,
0G0751N10,No data found,,,,,,,,
0G6750610,No data found,,,,,,,,
92977V206,No data found,,,,,,,,
80007A10,,UNIT,,,1311,Mining,Crude Petroleum & Natural Gas,,
92194385,,ETF,,,,,,,
73727310,No data found,,,,,,,,
02220510,No data found,,,,,,,,
015658957,No data found,,,,,,,,
029899901,No data found,,,,,,,,
03769M906,No data found,,,,,,,,
G0508H900,No data found,,,,,,,,
G0508H950,No data found,,,,,,,,
05550J901,No data found,,,,,,,,
05465P901,No data found,,,,,,,,
G0751N903,No data found,,,,,,,,
M4R82T906,No data found,,,,,,,,
M4R82T956,No data found,,,,,,,,
05465P951,No data found,,,,,,,,
337345952,No data found,,,,,,,,
G3421J906,No data found,,,,,,,,
743315AU7,No data found,,,,,,,,
46138G906,No data found,,,,,,,,
70932M907,No data found,,,,,,,,
70932M957,No data found,,,,,,,,
G7997W952,No data found,,,,,,,,
892672956,No data found,,,,,,,,
33735j101,,ETF,,,,,,,
87241L909,No data found,,,,,,,,
86745K954,No data found,,,,,,,,
971378904,No data found,,,,,,,,
971378954,No data found,,,,,,,,
33738d101,,ETF,,,,,,,
92340V907,No data found,,,,,,,,
29977A905,No data found,,,,,,,,
476493101,No data found,,,,,,,,
02081G951,No data found,,,,,,,,
005098908,No data found,,,,,,,,
G3421J956,No data found,,,,,,,,
87241L959,No data found,,,,,,,,
00215W900,No data found,,,,,,,,
892672906,No data found,,,,,,,,
