cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
040413106,,Domestic Common Stock,Technology,3576,Computer Hardware,Manufacturing,Computer Communications Equipment,,Computers
226718104,,Domestic Common Stock,Communication Services,7311,Advertising Agencies,Services,Services-Advertising Agencies,,Business Services
00808Y604,,Domestic Common Stock,Healthcare,3826,Medical Devices,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment
15101Q108,,ADR Common Stock,Technology,3672,Electronic Components,Manufacturing,Printed Circuit Boards,,Electronic Equipment
007924509,,ADR Preferred Stock,Financial Services,6311,Insurance - Diversified,Finance Insurance And Real Estate,Life Insurance,,Insurance
054540208,,Domestic Common Stock,Technology,3559,Semiconductor Equipment & Materials,Manufacturing,Special Industry Machinery Nec,,Machinery
12007610,,Domestic Common Stock,Consumer Cyclical,5945,Specialty Retail,Retail Trade,Retail-Hobby Toy & Game Shops,,Retail
00971T101,,Domestic Common Stock,Technology,7389,Software - Infrastructure,Services,Services-Business Services Nec,,Business Services
03831W108,,Domestic Common Stock,Technology,7370,Software - Application,Services,Services-Computer Programming Data Processing Etc.,,Business Services
G5304A102,,ADR Common Stock,Technology,7370,Software - Application,Services,Services-Computer Programming Data Processing Etc.,,Business Services
M20791105,,ADR Common Stock,Technology,3827,Semiconductor Equipment & Materials,Manufacturing,Optical Instruments & Lenses,,Measuring and Control Equipment
02156B103,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
02772A109,,Domestic Common Stock,Financial Services,6311,Insurance - Diversified,Finance Insurance And Real Estate,Life Insurance,,Insurance
682095104,,Domestic Common Stock,Industrials,3430,Specialty Industrial Machinery,Manufacturing,Heating Equip Except Elec & Warm Air; & Plumbing Fixtures,,Construction Materials
69702V107,,Domestic Common Stock,Financial Services,6211,Asset Management,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
060505740,,Domestic Preferred Stock,Financial Services,6021,Banks - Diversified,Finance Insurance And Real Estate,National Commercial Banks,,Banking
88604J103,,Domestic Common Stock,Communication Services,7374,Advertising Agencies,Services,Services-Computer Processing & Data Preparation,,Business Services
N07059210,,ADR Common Stock,Technology,3559,Semiconductor Equipment & Materials,Manufacturing,Special Industry Machinery Nec,,Machinery
338307101,,Domestic Common Stock,Technology,7374,Software - Infrastructure,Services,Services-Computer Processing & Data Preparation,,Business Services
501889208,,Domestic Common Stock,Consumer Cyclical,5010,Auto Parts,Wholesale Trade,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies,,Wholesale
106776115,,Domestic Preferred Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
12531Q105,,ADR Common Stock,Energy,1382,Oil & Gas Equipment & Services,Mining,Oil & Gas Field Exploration Services,,Petroleum and Natural Gas
G72228201,,ADR Common Stock,Industrials,5812,Specialty Business Services,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
501242101,,Domestic Common Stock,Technology,3674,Semiconductor Equipment & Materials,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
282914100,,Domestic Common Stock,Technology,7374,Software - Application,Services,Services-Computer Processing & Data Preparation,,Business Services
68162K106,,Domestic Common Stock,Basic Materials,5051,Steel,Wholesale Trade,Wholesale-Metals Service Centers & Offices,,Wholesale
30050E105,,ADR Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
152006102,,Canadian Common Stock,Basic Materials,1040,Gold,Mining,Gold And Silver Ores,,Precious Metals
47233W109,,Domestic Common Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
G2124J108,,ADR Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
G7T16G103,,ADR Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
74733T105,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
46990A102,,Domestic Common Stock,Financial Services,6331,Insurance - Specialty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
72303K405,,Domestic Common Stock,Financial Services,6199,Mortgage Finance,Finance Insurance And Real Estate,Finance Services,,Banking
G0544E303,,ADR Common Stock Primary Class,Healthcare,8090,Medical Care Facilities,Services,Services-Misc Health & Allied Services Nec,,Healthcare
64828T805,,Domestic Preferred Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
049513104,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
529043408,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Industrial,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
G8772L113,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G1901X116,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
G0369L200,,Domestic Common Stock Primary Class,Communication Services,4899,Entertainment,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication
950810887,,Domestic Preferred Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
45772F107,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
03823U102,,Domestic Common Stock,Technology,3674,Communication Equipment,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
222388209,,Domestic Preferred Stock,Financial Services,6035,Banks - Regional,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
54142L109,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
124830878,,Domestic Common Stock,Real Estate,6798,REIT - Retail,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
127387108,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
M7071P109,,ADR Common Stock,Healthcare,2834,Drug Manufacturers - General,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
518415104,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
110122140,,Domestic Common Stock Warrant,Healthcare,2834,Drug Manufacturers - General,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
87162H103,,Domestic Common Stock,Technology,7371,Information Technology Services,Services,Services-Computer Programming Services,,Business Services
90184D100,,Domestic Common Stock,Healthcare,2836,Diagnostics & Research,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
G98Y9E102,,ADR Common Stock,Industrials,3452,Specialty Industrial Machinery,Manufacturing,Bolts Nuts Screws Rivets & Washers,,Construction Materials
15870P307,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
53578A108,,Domestic Common Stock,Communication Services,7370,Internet Content & Information,Services,Services-Computer Programming Data Processing Etc.,,Business Services
G3959D133,,ADR Common Stock,Consumer Cyclical,7990,Leisure,Services,Services-Miscellaneous Amusement & Recreation,,Entertainment
253868707,,Domestic Preferred Stock,Real Estate,6798,REIT - Specialty,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
01644J108,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
G989MS101,,ADR Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
98400M200,,Domestic Common Stock,Consumer Cyclical,6794,Apparel Manufacturing,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading
58844R108,,Domestic Common Stock Primary Class,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
492515101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
482929106,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
G2847J104,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
60871R100,,Domestic Common Stock Secondary Class,Consumer Defensive,2082,Beverages - Brewers,Manufacturing,Malt Beverages,,Beer & Liquor
G9513A101,,ADR Common Stock,Technology,4100,Software - Application,Transportation Communications Electric Gas And Sanitary Service,Local & Suburban Transit & Interurban Hwy Passenger Trans,,Transportation
008492100,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Retail,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
564563104,,Domestic Common Stock,Technology,8741,Software - Application,Services,Services-Management Services,,Business Services
015271109,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Office,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
17166A101,,Domestic Common Stock,Healthcare,2870,Biotechnology,Manufacturing,Agricultural Chemicals,,Chemicals
527288104,,Domestic Common Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
00846U101,,Domestic Common Stock,Healthcare,3826,Diagnostics & Research,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment
008474108,,Canadian Common Stock,Basic Materials,1040,Gold,Mining,Gold And Silver Ores,,Precious Metals
012653101,,Domestic Common Stock Primary Class,Basic Materials,2821,Specialty Chemicals,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals
03674X106,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
00508Y102,,Domestic Common Stock,Industrials,3640,Electrical Equipment & Parts,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment
G30905106,,ADR Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
051857209,,ADR Common Stock,Technology,7370,Software - Infrastructure,Services,Services-Computer Programming Data Processing Etc.,,Business Services
292758406,,Domestic Common Stock,Technology,3721,Computer Hardware,Manufacturing,Aircraft,,Aircraft
78440X804,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Office,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
G9876W112,,ADR Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
80105N113,,ADR Common Stock Warrant,Healthcare,2834,Drug Manufacturers - General,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
302693205,,Domestic Common Stock,Financial Services,6200,Asset Management,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
82655M107,,ADR Common Stock Primary Class,Communication Services,7370,Telecom Services,Services,Services-Computer Programming Data Processing Etc.,,Business Services
G9009S129,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G3530C109,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G8945S110,,ADR Common Stock,Consumer Defensive,2090,Food Distribution,Manufacturing,Miscellaneous Food Preparations & Kindred Products,,Food Products
L0175J120,,Domestic Common Stock Warrant,Real Estate,7380,Real Estate Services,Services,Services-Miscellaneous Business Services,,Business Services
001084102,,Domestic Common Stock,Industrials,3523,Farm & Heavy Construction Machinery,Manufacturing,Farm Machinery & Equipment,,Machinery
G28524117,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
86272A305,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
05616P109,,ADR Common Stock,Financial Services,6199,Capital Markets,Finance Insurance And Real Estate,Finance Services,,Banking
25816109,,Domestic Common Stock,Financial Services,6199,Credit Services,Finance Insurance And Real Estate,Finance Services,,Banking
G4627B103,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
38144X609,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
38143Y665,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
40090e106,,ADR Common Stock,Financial Services,6029,Banks - Regional,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking
G35150138,,ADR Common Stock,Consumer Cyclical,3949,Specialty Retail,Manufacturing,Sporting & Athletic Goods Nec,,Recreation
G5354C131,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
16359R103,,Domestic Common Stock,Healthcare,8082,Medical Care Facilities,Services,Services-Home Health Care Services,,Healthcare
45784M108,,Domestic Common Stock Primary Class,Financial Services,6799,Asset Management,Finance Insurance And Real Estate,Investors Nec,,Trading
38148B108,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
N20944109,,Domestic Common Stock,Industrials,3531,Farm & Heavy Construction Machinery,Manufacturing,Construction Machinery & Equip,,Machinery
27616P301,,Domestic Common Stock,Real Estate,6798,REIT - Office,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
M8744T106,,Domestic Common Stock Primary Class,Communication Services,7370,Internet Content & Information,Services,Services-Computer Programming Data Processing Etc.,,Business Services
411307200,,Domestic Common Stock,Healthcare,3842,Medical Devices,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment
41902R400,,Domestic Preferred Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
163851108,,Domestic Common Stock,Basic Materials,2800,Specialty Chemicals,Manufacturing,Chemicals & Allied Products,,Chemicals
15135B101,,Domestic Common Stock,Healthcare,6324,Healthcare Plans,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance
12572Q105,,Domestic Common Stock,Financial Services,6200,Financial Data & Stock Exchanges,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
37940X102,,Domestic Common Stock,Industrials,7389,Specialty Business Services,Services,Services-Business Services Nec,,Business Services
88360H101,,Canadian Common Stock,Industrials,4953,Waste Management,Transportation Communications Electric Gas And Sanitary Service,Refuse Systems,,
31660B101,,Domestic Common Stock,Consumer Cyclical,5812,Restaurants,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
92336X109,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
03966V107,,Domestic Common Stock,Industrials,3350,Metal Fabrication,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,,Steel Works Etc
M8216R109,,ADR Common Stock,Technology,7389,Software - Application,Services,Services-Business Services Nec,,Business Services
285218103,,Domestic Common Stock,Industrials,7359,Rental & Leasing Services,Services,Services-Equipment Rental & Leasing Nec,,Business Services
03824M109,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
02156U101,,Domestic Common Stock,Consumer Cyclical,3634,Furnishings Fixtures & Appliances,Manufacturing,Electric Housewares & Fans,,Consumer Goods
71943U104,,Domestic Common Stock,Real Estate,6798,REIT - Healthcare Facilities,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
65540B105,,Domestic Common Stock,Consumer Cyclical,5812,Restaurants,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
133034108,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
28852N109,,Domestic Common Stock Primary Class,Real Estate,6500,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate,,Real Estate
30233G209,,Domestic Common Stock,Healthcare,3826,Biotechnology,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment
55083R104,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
31154R109,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Specialty,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
410867105,,Domestic Common Stock Primary Class,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
448579102,,Domestic Common Stock,Consumer Cyclical,7011,Lodging,Services,Hotels & Motels,,Restaraunts Hotels Motels
909458101,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
Y2294C107,,ADR Common Stock Primary Class,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
690469101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
62945V109,,Domestic Common Stock Primary Class,Industrials,7380,Engineering & Construction,Services,Services-Miscellaneous Business Services,,Business Services
36257Y109,,ADR Common Stock,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
637870106,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Industrial,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
69526K105,,Domestic Common Stock,Consumer Cyclical,2673,Packaging & Containers,Manufacturing,Plastics Foil & Coated Paper Bags,,Business Supplies
449585108,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
34417P100,,Domestic Common Stock,Financial Services,6282,Asset Management,Finance Insurance And Real Estate,Investment Advice,,Trading
G3922B107,,Domestic Common Stock,Technology,8742,Information Technology Services,Services,Services-Management Consulting Services,,Business Services
377320106,,Domestic Common Stock,Basic Materials,2621,Paper & Paper Products,Manufacturing,Paper Mills,,Business Supplies
731916409,,Canadian Common Stock Primary Class,Basic Materials,1000,Other Industrial Metals & Mining,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining
438586109,,Domestic Common Stock,Basic Materials,3312,Steel,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
74374T109,,Domestic Common Stock Primary Class,Consumer Cyclical,3711,Auto Manufacturers,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks
74971D101,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Retail,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
808644108,,Domestic Common Stock,Healthcare,8731,Health Information Services,Services,Services-Commercial Physical & Biological Research,,Business Services
904214103,,Domestic Common Stock,Financial Services,6035,Banks - Regional,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking
M6786D104,,ADR Common Stock,Industrials,3669,Security & Protection Services,Manufacturing,Communications Equipment Nec,,Electronic Equipment
384802104,,Domestic Common Stock,Industrials,5000,Industrial Distribution,Wholesale Trade,Wholesale-Durable Goods,,Wholesale
50202P105,,ADR Common Stock Primary Class,Industrials,4955,Waste Management,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,,Almost Nothing
718546104,,Domestic Common Stock,Energy,2911,Oil & Gas Refining & Marketing,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas
925550105,,Domestic Common Stock,Technology,3674,Communication Equipment,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
925815102,,Domestic Common Stock,Technology,3679,Electronic Components,Manufacturing,Electronic Components Nec,,Electronic Equipment
92673K108,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
26916J106,,Domestic Common Stock Primary Class,Industrials,3690,Electrical Equipment & Parts,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
81948W104,,Domestic Common Stock Primary Class,Healthcare,8000,Health Information Services,Services,Services-Health Services,,Healthcare
82836G102,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
30257X104,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
880770102,,Domestic Common Stock,Technology,3825,Semiconductor Equipment & Materials,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,,Measuring and Control Equipment
G9503X103,,ADR Common Stock Primary Class,Technology,2844,Software - Application,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods
885260109,,Domestic Common Stock,Consumer Defensive,2834,Packaged Foods,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
825698103,,Domestic Common Stock,Industrials,3711,Farm & Heavy Construction Machinery,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks
92561V109,,Domestic Common Stock Primary Class,Healthcare,3842,Medical Devices,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment
847215100,,Domestic Common Stock,Consumer Defensive,5141,Food Distribution,Wholesale Trade,Wholesale-Groceries General Line,,Wholesale
848574109,,Domestic Common Stock,Industrials,3728,Aerospace & Defense,Manufacturing,Aircraft Parts & Auxiliary Equipment Nec,,Aircraft
913290102,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
915271100,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
845467109,,Domestic Common Stock Primary Class,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
80880W106,,Domestic Common Stock Primary Class,Healthcare,2836,Drug Manufacturers - General,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
91705J204,,Domestic Common Stock Secondary Class,Communication Services,4832,Broadcasting,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,,Communication
923372106,,Domestic Common Stock Primary Class,Utilities,2860,Utilities - Renewable,Manufacturing,Industrial Organic Chemicals,,Chemicals
92539P101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
98983V106,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
977852102,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
560877300,,ADR Common Stock,Industrials,3540,Tools & Accessories,Manufacturing,Metalworkg Machinery & Equipment,,Machinery
45069V203,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
81811M100,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
09057G602,,Domestic Common Stock,Healthcare,8071,Diagnostics & Research,Services,Services-Medical Laboratories,,Healthcare
83088V102,,Domestic Common Stock,Technology,7385,Software - Application,Services,Services-Telephone Interconnect Systems,,Business Services
826176109,,Domestic Common Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
74019P207,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
002824100,,Domestic Common Stock,Healthcare,2834,Medical Devices,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
82028K200,,Canadian Common Stock,Communication Services,4841,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication
001055102,,Domestic Common Stock Primary Class,Financial Services,6321,Insurance - Life,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance
G0176J109,,Domestic Common Stock,Industrials,7381,Security & Protection Services,Services,Services-Detective Guard & Armored Car Services,,Business Services
82935M109,,ADR Common Stock,Energy,2821,Oil & Gas Refining & Marketing,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals
817732100,,Domestic Common Stock,Industrials,3420,Electrical Equipment & Parts,Manufacturing,Cutlery Handtools & General Hardware,,Construction Materials
57777M102,,Domestic Common Stock,Communication Services,7310,Advertising Agencies,Services,Services-Advertising,,Business Services
35905A109,,Domestic Common Stock,Consumer Cyclical,7340,Personal Services,Services,Services-To Dwellings & Other Buildings,,Business Services
59024T203,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
59804T308,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
754212108,,Domestic Common Stock,Industrials,3081,Specialty Industrial Machinery,Manufacturing,Unsupported Plastics Film & Sheet,,Rubber and Plastic Products
878155100,,Domestic Common Stock,Industrials,7600,Specialty Business Services,Services,Services-Miscellaneous Repair Services,,Personal Services
876568502,,ADR Common Stock,Consumer Cyclical,3711,Auto Manufacturers,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks
01973R101,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
63009F204,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
631512100,,ADR Common Stock,Communication Services,7310,Advertising Agencies,Services,Services-Advertising,,Business Services
36117V303,,Domestic Common Stock,Technology,2030,Software - Application,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,,Food Products
86800U104,,Domestic Common Stock,Technology,3571,Computer Hardware,Manufacturing,Electronic Computers,,Computers
89853L104,,Domestic Common Stock,Healthcare,3841,Diagnostics & Research,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
66704R803,,Domestic Common Stock Primary Class,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
684000102,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,
67575P207,,Domestic Common Stock Primary Class,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
02005N100,,Domestic Common Stock Primary Class,Financial Services,6022,Credit Services,Finance Insurance And Real Estate,State Commercial Banks,,Banking
00130H105,,Domestic Common Stock Primary Class,Utilities,4991,Utilities - Diversified,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,,Almost Nothing
64881E307,,Domestic Preferred Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
36116M106,,Domestic Common Stock,Basic Materials,2860,Specialty Chemicals,Manufacturing,Industrial Organic Chemicals,,Chemicals
053332102,,Domestic Common Stock,Consumer Cyclical,5531,Specialty Retail,Retail Trade,Retail-Auto & Home Supply Stores,,Retail
150870103,,Domestic Common Stock,Basic Materials,2820,Chemicals,Manufacturing,Plastic Material Synth Resin/Rubber Cellulos (No Glass),,Chemicals
03783C100,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
50540R409,,Domestic Common Stock,Healthcare,8071,Diagnostics & Research,Services,Services-Medical Laboratories,,Healthcare
594793101,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
339041105,,Domestic Common Stock,Technology,7389,Software - Infrastructure,Services,Services-Business Services Nec,,Business Services
98986T108,,Domestic Common Stock,Communication Services,7374,Electronic Gaming & Multimedia,Services,Services-Computer Processing & Data Preparation,,Business Services
216648402,,Domestic Common Stock,Healthcare,3851,Medical Instruments & Supplies,Manufacturing,Ophthalmic Goods,,Medical Equipment
